State,Government,Mode,Type,Year,Amount (thousands)
Rhode Island,State and Local,Highway,Expenditure,2011,499944
Rhode Island,State and Local,Highway,Expenditure,2010,481393
Rhode Island,State and Local,Highway,Expenditure,2009,389178
Rhode Island,State and Local,Highway,Expenditure,2008,412300
Rhode Island,State and Local,Highway,Expenditure,2007,514149
Rhode Island,State and Local,Highway,Expenditure,2006,627260
Rhode Island,State and Local,Highway,Expenditure,2005,597465
Rhode Island,State and Local,Highway,Expenditure,2004,577733
Rhode Island,State and Local,Transit,Expenditure,2021,124707
Rhode Island,State and Local,Transit,Expenditure,2020,131106
Rhode Island,State and Local,Transit,Expenditure,2019,128795
Rhode Island,State and Local,Transit,Expenditure,2018,116975
Rhode Island,State and Local,Transit,Expenditure,2017,121229
Rhode Island,State and Local,Transit,Expenditure,2016,110092
Rhode Island,State and Local,Transit,Expenditure,2015,109612
Rhode Island,State and Local,Transit,Expenditure,2014,116943
Rhode Island,State and Local,Transit,Expenditure,2013,115915
Rhode Island,State and Local,Transit,Expenditure,2012,110896
Rhode Island,State and Local,Transit,Expenditure,2011,239169
Rhode Island,State and Local,Transit,Expenditure,2010,159045
Rhode Island,State and Local,Transit,Expenditure,2009,148812
Rhode Island,State and Local,Transit,Expenditure,2008,139494
Rhode Island,State and Local,Transit,Expenditure,2007,125081
Rhode Island,State and Local,Transit,Expenditure,2006,128663
Rhode Island,State and Local,Transit,Expenditure,2005,110149
Rhode Island,State and Local,Transit,Expenditure,2004,94053
South Carolina,Local,Highway,Expenditure,2021,872687
South Carolina,Local,Highway,Expenditure,2020,650848
South Carolina,Local,Highway,Expenditure,2019,747251
South Carolina,Local,Highway,Expenditure,2018,819944
South Carolina,Local,Highway,Expenditure,2017,808235
South Carolina,Local,Highway,Expenditure,2016,780043
South Carolina,Local,Highway,Expenditure,2015,650426
South Carolina,Local,Highway,Expenditure,2014,643821
South Carolina,Local,Highway,Expenditure,2013,499417
South Carolina,Local,Highway,Expenditure,2012,639584
South Carolina,Local,Highway,Expenditure,2011,731161
South Carolina,Local,Highway,Expenditure,2010,715229
South Carolina,Local,Highway,Expenditure,2009,546521
South Carolina,Local,Highway,Expenditure,2008,688222
South Carolina,Local,Highway,Expenditure,2007,522317
South Carolina,Local,Highway,Expenditure,2006,397875
South Carolina,Local,Highway,Expenditure,2005,436829
South Carolina,Local,Highway,Expenditure,2004,370953
South Carolina,Local,Transit,Expenditure,2021,66709
South Carolina,Local,Transit,Expenditure,2020,101094
South Carolina,Local,Transit,Expenditure,2019,112275
South Carolina,Local,Transit,Expenditure,2018,87625
South Carolina,Local,Transit,Expenditure,2017,97536
South Carolina,Local,Transit,Expenditure,2016,68308
South Carolina,Local,Transit,Expenditure,2015,69446
South Carolina,Local,Transit,Expenditure,2014,68529
South Carolina,Local,Transit,Expenditure,2013,82777
South Carolina,Local,Transit,Expenditure,2012,91099
South Carolina,Local,Transit,Expenditure,2011,88884
South Carolina,Local,Transit,Expenditure,2010,83401
South Carolina,Local,Transit,Expenditure,2009,84743
South Carolina,Local,Transit,Expenditure,2008,76361
South Carolina,Local,Transit,Expenditure,2007,79148
South Carolina,Local,Transit,Expenditure,2006,41759
South Carolina,Local,Transit,Expenditure,2005,35405
South Carolina,Local,Transit,Expenditure,2004,42685
South Carolina,State,Highway,Expenditure,2021,2756204
South Carolina,State,Highway,Expenditure,2020,3317924
South Carolina,State,Highway,Expenditure,2019,2968703
South Carolina,State,Highway,Expenditure,2018,3051240
South Carolina,State,Highway,Expenditure,2017,2943281
South Carolina,State,Highway,Expenditure,2016,2126970
South Carolina,State,Highway,Expenditure,2015,1784356
South Carolina,State,Highway,Expenditure,2014,1635380
South Carolina,State,Highway,Expenditure,2013,1467895
South Carolina,State,Highway,Expenditure,2012,1855232
South Carolina,State,Highway,Expenditure,2011,1686094
South Carolina,State,Highway,Expenditure,2010,1848076
South Carolina,State,Highway,Expenditure,2009,1470923
South Carolina,State,Highway,Expenditure,2008,1466241
South Carolina,State,Highway,Expenditure,2007,1623849
South Carolina,State,Highway,Expenditure,2006,2324797
South Carolina,State,Highway,Expenditure,2005,2268586
South Carolina,State,Highway,Expenditure,2004,2295391
South Carolina,State,Transit,Expenditure,2021,0
South Carolina,State,Transit,Expenditure,2020,0
South Carolina,State,Transit,Expenditure,2019,0
South Carolina,State,Transit,Expenditure,2018,0
South Carolina,State,Transit,Expenditure,2017,0
South Carolina,State,Transit,Expenditure,2016,0
South Carolina,State,Transit,Expenditure,2015,0
South Carolina,State,Transit,Expenditure,2014,0
South Carolina,State,Transit,Expenditure,2013,0
South Carolina,State,Transit,Expenditure,2012,0
South Carolina,State,Transit,Expenditure,2011,0
South Carolina,State,Transit,Expenditure,2010,0
South Carolina,State,Transit,Expenditure,2009,0
South Carolina,State,Transit,Expenditure,2008,0
South Carolina,State,Transit,Expenditure,2007,0
South Carolina,State,Transit,Expenditure,2006,0
South Carolina,State,Transit,Expenditure,2005,0
South Carolina,State,Transit,Expenditure,2004,0
South Carolina,State and Local,Highway,Expenditure,2021,3628891
South Carolina,State and Local,Highway,Expenditure,2020,3968772
South Carolina,State and Local,Highway,Expenditure,2019,3715954
South Carolina,State and Local,Highway,Expenditure,2018,3871184
South Carolina,State and Local,Highway,Expenditure,2017,3751516
South Carolina,State and Local,Highway,Expenditure,2016,2907013
South Carolina,State and Local,Highway,Expenditure,2015,2434782
South Carolina,State and Local,Highway,Expenditure,2014,2279201
South Carolina,State and Local,Highway,Expenditure,2013,1967312
South Carolina,State and Local,Highway,Expenditure,2012,2494816
South Carolina,State and Local,Highway,Expenditure,2011,2417255
South Carolina,State and Local,Highway,Expenditure,2010,2563305
South Carolina,State and Local,Highway,Expenditure,2009,2017444
South Carolina,State and Local,Highway,Expenditure,2008,2154463
South Carolina,State and Local,Highway,Expenditure,2007,2146166
South Carolina,State and Local,Highway,Expenditure,2006,2722672
South Carolina,State and Local,Highway,Expenditure,2005,2705415
South Carolina,State and Local,Highway,Expenditure,2004,2666344
South Carolina,State and Local,Transit,Expenditure,2021,66709
South Carolina,State and Local,Transit,Expenditure,2020,101094
South Carolina,State and Local,Transit,Expenditure,2019,112275
South Carolina,State and Local,Transit,Expenditure,2018,87625
South Carolina,State and Local,Transit,Expenditure,2017,97536
South Carolina,State and Local,Transit,Expenditure,2016,68308
South Carolina,State and Local,Transit,Expenditure,2015,69446
South Carolina,State and Local,Transit,Expenditure,2014,68529
South Carolina,State and Local,Transit,Expenditure,2013,82777
South Carolina,State and Local,Transit,Expenditure,2012,91099
South Carolina,State and Local,Transit,Expenditure,2011,88884
South Carolina,State and Local,Transit,Expenditure,2010,83401
South Carolina,State and Local,Transit,Expenditure,2009,84743
South Carolina,State and Local,Transit,Expenditure,2008,76361
South Carolina,State and Local,Transit,Expenditure,2007,79148
South Carolina,State and Local,Transit,Expenditure,2006,41759
South Carolina,State and Local,Transit,Expenditure,2005,35405
South Carolina,State and Local,Transit,Expenditure,2004,42685
South Dakota,Local,Highway,Expenditure,2021,605178
South Dakota,Local,Highway,Expenditure,2020,551586
South Dakota,Local,Highway,Expenditure,2019,512426
South Dakota,Local,Highway,Expenditure,2018,469755
South Dakota,Local,Highway,Expenditure,2017,499853
South Dakota,Local,Highway,Expenditure,2016,493800
South Dakota,Local,Highway,Expenditure,2015,472643
South Dakota,Local,Highway,Expenditure,2014,452974
South Dakota,Local,Highway,Expenditure,2013,442549
South Dakota,Local,Highway,Expenditure,2012,412713
South Dakota,Local,Highway,Expenditure,2011,469484
South Dakota,Local,Highway,Expenditure,2010,369112
South Dakota,Local,Highway,Expenditure,2009,416971
South Dakota,Local,Highway,Expenditure,2008,408242
South Dakota,Local,Highway,Expenditure,2007,313978
South Dakota,Local,Highway,Expenditure,2006,248657
South Dakota,Local,Highway,Expenditure,2005,260957
South Dakota,Local,Highway,Expenditure,2004,273009
South Dakota,Local,Transit,Expenditure,2021,11955
South Dakota,Local,Transit,Expenditure,2020,11555
South Dakota,Local,Transit,Expenditure,2019,13848
South Dakota,Local,Transit,Expenditure,2018,13172
South Dakota,Local,Transit,Expenditure,2017,9311
South Dakota,Local,Transit,Expenditure,2016,13322
South Dakota,Local,Transit,Expenditure,2015,11402
South Dakota,Local,Transit,Expenditure,2014,12444
South Dakota,Local,Transit,Expenditure,2013,11187
South Dakota,Local,Transit,Expenditure,2012,9941
South Dakota,Local,Transit,Expenditure,2011,12715
South Dakota,Local,Transit,Expenditure,2010,13318
South Dakota,Local,Transit,Expenditure,2009,9528
South Dakota,Local,Transit,Expenditure,2008,9350
South Dakota,Local,Transit,Expenditure,2007,9091
South Dakota,Local,Transit,Expenditure,2006,7721
South Dakota,Local,Transit,Expenditure,2005,7104
South Dakota,Local,Transit,Expenditure,2004,6225
South Dakota,State,Highway,Expenditure,2021,1312895
South Dakota,State,Highway,Expenditure,2020,1353837
South Dakota,State,Highway,Expenditure,2019,1035442
South Dakota,State,Highway,Expenditure,2018,997435
South Dakota,State,Highway,Expenditure,2017,1030133
South Dakota,State,Highway,Expenditure,2016,1170442
South Dakota,State,Highway,Expenditure,2015,941082
South Dakota,State,Highway,Expenditure,2014,1023393
South Dakota,State,Highway,Expenditure,2013,1075556
South Dakota,State,Highway,Expenditure,2012,1105194
South Dakota,State,Highway,Expenditure,2011,1011025
South Dakota,State,Highway,Expenditure,2010,880817
South Dakota,State,Highway,Expenditure,2009,782227
South Dakota,State,Highway,Expenditure,2008,677765
South Dakota,State,Highway,Expenditure,2007,865706
South Dakota,State,Highway,Expenditure,2006,835093
South Dakota,State,Highway,Expenditure,2005,758419
South Dakota,State,Highway,Expenditure,2004,694772
South Dakota,State,Transit,Expenditure,2021,17898
South Dakota,State,Transit,Expenditure,2020,0
South Dakota,State,Transit,Expenditure,2019,0
South Dakota,State,Transit,Expenditure,2018,0
South Dakota,State,Transit,Expenditure,2017,0
South Dakota,State,Transit,Expenditure,2016,0
South Dakota,State,Transit,Expenditure,2015,0
South Dakota,State,Transit,Expenditure,2014,0
South Dakota,State,Transit,Expenditure,2013,0
South Dakota,State,Transit,Expenditure,2012,0
South Dakota,State,Transit,Expenditure,2011,0
South Dakota,State,Transit,Expenditure,2010,0
South Dakota,State,Transit,Expenditure,2009,0
South Dakota,State,Transit,Expenditure,2008,0
South Dakota,State,Transit,Expenditure,2007,0
South Dakota,State,Transit,Expenditure,2006,0
South Dakota,State,Transit,Expenditure,2005,0
South Dakota,State,Transit,Expenditure,2004,0
South Dakota,State and Local,Highway,Expenditure,2021,1918073
South Dakota,State and Local,Highway,Expenditure,2020,1905423
South Dakota,State and Local,Highway,Expenditure,2019,1547868
South Dakota,State and Local,Highway,Expenditure,2018,1467190
South Dakota,State and Local,Highway,Expenditure,2017,1529986
South Dakota,State and Local,Highway,Expenditure,2016,1664242
South Dakota,State and Local,Highway,Expenditure,2015,1413725
South Dakota,State and Local,Highway,Expenditure,2014,1476367
South Dakota,State and Local,Highway,Expenditure,2013,1518105
South Dakota,State and Local,Highway,Expenditure,2012,1517907
South Dakota,State and Local,Highway,Expenditure,2011,1480509
South Dakota,State and Local,Highway,Expenditure,2010,1249929
South Dakota,State and Local,Highway,Expenditure,2009,1199198
South Dakota,State and Local,Highway,Expenditure,2008,1086007
South Dakota,State and Local,Highway,Expenditure,2007,1179684
South Dakota,State and Local,Highway,Expenditure,2006,1083750
South Dakota,State and Local,Highway,Expenditure,2005,1019376
South Dakota,State and Local,Highway,Expenditure,2004,967781
South Dakota,State and Local,Transit,Expenditure,2021,29853
South Dakota,State and Local,Transit,Expenditure,2020,11555
South Dakota,State and Local,Transit,Expenditure,2019,13848
South Dakota,State and Local,Transit,Expenditure,2018,13172
South Dakota,State and Local,Transit,Expenditure,2017,9311
South Dakota,State and Local,Transit,Expenditure,2016,13322
South Dakota,State and Local,Transit,Expenditure,2015,11402
South Dakota,State and Local,Transit,Expenditure,2014,12444
South Dakota,State and Local,Transit,Expenditure,2013,11187
South Dakota,State and Local,Transit,Expenditure,2012,9941
South Dakota,State and Local,Transit,Expenditure,2011,12715
South Dakota,State and Local,Transit,Expenditure,2010,13318
South Dakota,State and Local,Transit,Expenditure,2009,9528
South Dakota,State and Local,Transit,Expenditure,2008,9350
South Dakota,State and Local,Transit,Expenditure,2007,9091
South Dakota,State and Local,Transit,Expenditure,2006,7721
South Dakota,State and Local,Transit,Expenditure,2005,7104
South Dakota,State and Local,Transit,Expenditure,2004,6225
Tennessee,Local,Highway,Expenditure,2021,1232922
Tennessee,Local,Highway,Expenditure,2020,1444729
Tennessee,Local,Highway,Expenditure,2019,1425825
Tennessee,Local,Highway,Expenditure,2018,1339735
Tennessee,Local,Highway,Expenditure,2017,1257684
Tennessee,Local,Highway,Expenditure,2016,1189525
Tennessee,Local,Highway,Expenditure,2015,1101422
Tennessee,Local,Highway,Expenditure,2014,1316556
Tennessee,Local,Highway,Expenditure,2013,1092776
Tennessee,Local,Highway,Expenditure,2012,952582
Tennessee,Local,Highway,Expenditure,2011,1031535
Tennessee,Local,Highway,Expenditure,2010,890989
Tennessee,Local,Highway,Expenditure,2009,987543
Tennessee,Local,Highway,Expenditure,2008,944923
Tennessee,Local,Highway,Expenditure,2007,867661
Tennessee,Local,Highway,Expenditure,2006,857131
Tennessee,Local,Highway,Expenditure,2005,781152
Tennessee,Local,Highway,Expenditure,2004,763306
Tennessee,Local,Transit,Expenditure,2021,296275
Tennessee,Local,Transit,Expenditure,2020,302769
Tennessee,Local,Transit,Expenditure,2019,301878
Tennessee,Local,Transit,Expenditure,2018,250009
Tennessee,Local,Transit,Expenditure,2017,248673
Tennessee,Local,Transit,Expenditure,2016,219918
Tennessee,Local,Transit,Expenditure,2015,226940
Tennessee,Local,Transit,Expenditure,2014,237282
Tennessee,Local,Transit,Expenditure,2013,246224
Tennessee,Local,Transit,Expenditure,2012,254486
Tennessee,Local,Transit,Expenditure,2011,246144
Tennessee,Local,Transit,Expenditure,2010,246309
Tennessee,Local,Transit,Expenditure,2009,252531
Tennessee,Local,Transit,Expenditure,2008,201824
Tennessee,Local,Transit,Expenditure,2007,177653
Tennessee,Local,Transit,Expenditure,2006,173071
Tennessee,Local,Transit,Expenditure,2005,151212
Tennessee,Local,Transit,Expenditure,2004,137988
Tennessee,State,Highway,Expenditure,2021,2944765
Tennessee,State,Highway,Expenditure,2020,3168432
Tennessee,State,Highway,Expenditure,2019,2839739
Tennessee,State,Highway,Expenditure,2018,2616184
Tennessee,State,Highway,Expenditure,2017,2191990
Tennessee,State,Highway,Expenditure,2016,2239827
Tennessee,State,Highway,Expenditure,2015,2287094
Tennessee,State,Highway,Expenditure,2014,2391995
Tennessee,State,Highway,Expenditure,2013,2626602
Tennessee,State,Highway,Expenditure,2012,2797596
Tennessee,State,Highway,Expenditure,2011,2659176
Tennessee,State,Highway,Expenditure,2010,2591079
Tennessee,State,Highway,Expenditure,2009,3354885
Tennessee,State,Highway,Expenditure,2008,2341425
Tennessee,State,Highway,Expenditure,2007,2844479
Tennessee,State,Highway,Expenditure,2006,2666151
Tennessee,State,Highway,Expenditure,2005,2288408
Tennessee,State,Highway,Expenditure,2004,2117214
Tennessee,State,Transit,Expenditure,2021,0
Tennessee,State,Transit,Expenditure,2020,0
Tennessee,State,Transit,Expenditure,2019,0
Tennessee,State,Transit,Expenditure,2018,0
Tennessee,State,Transit,Expenditure,2017,0
Tennessee,State,Transit,Expenditure,2016,0
Tennessee,State,Transit,Expenditure,2015,414
Tennessee,State,Transit,Expenditure,2014,283
Tennessee,State,Transit,Expenditure,2013,2095
Tennessee,State,Transit,Expenditure,2012,8731
Tennessee,State,Transit,Expenditure,2011,0
Tennessee,State,Transit,Expenditure,2010,0
Tennessee,State,Transit,Expenditure,2009,0
Tennessee,State,Transit,Expenditure,2008,0
Tennessee,State,Transit,Expenditure,2007,0
Tennessee,State,Transit,Expenditure,2006,0
Tennessee,State,Transit,Expenditure,2005,0
Tennessee,State,Transit,Expenditure,2004,0
Tennessee,State and Local,Highway,Expenditure,2021,4177687
Tennessee,State and Local,Highway,Expenditure,2020,4613161
Tennessee,State and Local,Highway,Expenditure,2019,4265564
Tennessee,State and Local,Highway,Expenditure,2018,3955919
Tennessee,State and Local,Highway,Expenditure,2017,3449674
Tennessee,State and Local,Highway,Expenditure,2016,3429352
Tennessee,State and Local,Highway,Expenditure,2015,3388516
Tennessee,State and Local,Highway,Expenditure,2014,3708551
Tennessee,State and Local,Highway,Expenditure,2013,3719378
Tennessee,State and Local,Highway,Expenditure,2012,3750178
Tennessee,State and Local,Highway,Expenditure,2011,3690711
Tennessee,State and Local,Highway,Expenditure,2010,3482068
Tennessee,State and Local,Highway,Expenditure,2009,4342428
Tennessee,State and Local,Highway,Expenditure,2008,3286348
Tennessee,State and Local,Highway,Expenditure,2007,3712140
Tennessee,State and Local,Highway,Expenditure,2006,3523282
Tennessee,State and Local,Highway,Expenditure,2005,3069560
Tennessee,State and Local,Highway,Expenditure,2004,2880520
Tennessee,State and Local,Transit,Expenditure,2021,296275
Tennessee,State and Local,Transit,Expenditure,2020,302769
Tennessee,State and Local,Transit,Expenditure,2019,301878
Tennessee,State and Local,Transit,Expenditure,2018,250009
Tennessee,State and Local,Transit,Expenditure,2017,248673
Tennessee,State and Local,Transit,Expenditure,2016,219918
Tennessee,State and Local,Transit,Expenditure,2015,227354
Tennessee,State and Local,Transit,Expenditure,2014,237565
Tennessee,State and Local,Transit,Expenditure,2013,248319
Tennessee,State and Local,Transit,Expenditure,2012,263217
Tennessee,State and Local,Transit,Expenditure,2011,246144
Tennessee,State and Local,Transit,Expenditure,2010,246309
Tennessee,State and Local,Transit,Expenditure,2009,252531
Tennessee,State and Local,Transit,Expenditure,2008,201824
Tennessee,State and Local,Transit,Expenditure,2007,177653
Tennessee,State and Local,Transit,Expenditure,2006,173071
Tennessee,State and Local,Transit,Expenditure,2005,151212
Tennessee,State and Local,Transit,Expenditure,2004,137988
Texas,Local,Highway,Expenditure,2021,9492751
Texas,Local,Highway,Expenditure,2020,9670745
Texas,Local,Highway,Expenditure,2019,9118089
Texas,Local,Highway,Expenditure,2018,8950293
Texas,Local,Highway,Expenditure,2017,7898618
Texas,Local,Highway,Expenditure,2016,6955983
Texas,Local,Highway,Expenditure,2015,6770344
Texas,Local,Highway,Expenditure,2014,6784369
Texas,Local,Highway,Expenditure,2013,8760031
Texas,Local,Highway,Expenditure,2012,7222223
Texas,Local,Highway,Expenditure,2011,7030421
Texas,Local,Highway,Expenditure,2010,7413862
Texas,Local,Highway,Expenditure,2009,6580590
Texas,Local,Highway,Expenditure,2008,11560514
Texas,Local,Highway,Expenditure,2007,5563800
Texas,Local,Highway,Expenditure,2006,4688160
Texas,Local,Highway,Expenditure,2005,3984603
Texas,Local,Highway,Expenditure,2004,3930628
Texas,Local,Transit,Expenditure,2021,2820316
Texas,Local,Transit,Expenditure,2020,3021438
Texas,Local,Transit,Expenditure,2019,2973803
Texas,Local,Transit,Expenditure,2018,2858103
Texas,Local,Transit,Expenditure,2017,2547845
Texas,Local,Transit,Expenditure,2016,2594234
Texas,Local,Transit,Expenditure,2015,2709363
Texas,Local,Transit,Expenditure,2014,2766190
Texas,Local,Transit,Expenditure,2013,2754468
Texas,Local,Transit,Expenditure,2012,2764926
Texas,Local,Transit,Expenditure,2011,2997925
Texas,Local,Transit,Expenditure,2010,2734334
Texas,Local,Transit,Expenditure,2009,2428733
Texas,Local,Transit,Expenditure,2008,1997297
Texas,Local,Transit,Expenditure,2007,1728392
Texas,Local,Transit,Expenditure,2006,1465448
Texas,Local,Transit,Expenditure,2005,1385234
Texas,Local,Transit,Expenditure,2004,1424381
Texas,State,Highway,Expenditure,2021,22794102
Texas,State,Highway,Expenditure,2020,23053903
Texas,State,Highway,Expenditure,2019,32616428
Texas,State,Highway,Expenditure,2018,29352926
Texas,State,Highway,Expenditure,2017,17158777
Texas,State,Highway,Expenditure,2016,15743453
Texas,State,Highway,Expenditure,2015,13688146
Texas,State,Highway,Expenditure,2014,13642659
Texas,State,Highway,Expenditure,2013,12016019
Texas,State,Highway,Expenditure,2012,11113328
Texas,State,Highway,Expenditure,2011,10358513
Texas,State,Highway,Expenditure,2010,9139789
Texas,State,Highway,Expenditure,2009,10845293
Texas,State,Highway,Expenditure,2008,13329105
Texas,State,Highway,Expenditure,2007,14135768
Texas,State,Highway,Expenditure,2006,13967965
Texas,State,Highway,Expenditure,2005,12678345
Texas,State,Highway,Expenditure,2004,9941006
Texas,State,Transit,Expenditure,2021,99138
Texas,State,Transit,Expenditure,2020,74838
Texas,State,Transit,Expenditure,2019,61518
Texas,State,Transit,Expenditure,2018,58003
Texas,State,Transit,Expenditure,2017,3655
Texas,State,Transit,Expenditure,2016,3851
Texas,State,Transit,Expenditure,2015,6222
Texas,State,Transit,Expenditure,2014,18590
Texas,State,Transit,Expenditure,2013,15629
Texas,State,Transit,Expenditure,2012,18268
Texas,State,Transit,Expenditure,2011,0
Texas,State,Transit,Expenditure,2010,0
Texas,State,Transit,Expenditure,2009,0
Texas,State,Transit,Expenditure,2008,0
Texas,State,Transit,Expenditure,2007,0
Texas,State,Transit,Expenditure,2006,0
Texas,State,Transit,Expenditure,2005,0
Texas,State,Transit,Expenditure,2004,0
Texas,State and Local,Highway,Expenditure,2021,32286853
Texas,State and Local,Highway,Expenditure,2020,32724648
Texas,State and Local,Highway,Expenditure,2019,41734517
Texas,State and Local,Highway,Expenditure,2018,38303219
Texas,State and Local,Highway,Expenditure,2017,25057395
Texas,State and Local,Highway,Expenditure,2016,22699436
Texas,State and Local,Highway,Expenditure,2015,20458490
Texas,State and Local,Highway,Expenditure,2014,20427028
Texas,State and Local,Highway,Expenditure,2013,20776050
Texas,State and Local,Highway,Expenditure,2012,18335551
Texas,State and Local,Highway,Expenditure,2011,17388934
Texas,State and Local,Highway,Expenditure,2010,16553651
Texas,State and Local,Highway,Expenditure,2009,17425883
Texas,State and Local,Highway,Expenditure,2008,24889619
Texas,State and Local,Highway,Expenditure,2007,19699568
Texas,State and Local,Highway,Expenditure,2006,18656125
Texas,State and Local,Highway,Expenditure,2005,16662948
Texas,State and Local,Highway,Expenditure,2004,13871634
Texas,State and Local,Transit,Expenditure,2021,2919454
Texas,State and Local,Transit,Expenditure,2020,3096276
Texas,State and Local,Transit,Expenditure,2019,3035321
Texas,State and Local,Transit,Expenditure,2018,2916106
Texas,State and Local,Transit,Expenditure,2017,2551500
Texas,State and Local,Transit,Expenditure,2016,2598085
Texas,State and Local,Transit,Expenditure,2015,2715585
Texas,State and Local,Transit,Expenditure,2014,2784780
Texas,State and Local,Transit,Expenditure,2013,2770097
Texas,State and Local,Transit,Expenditure,2012,2783194
Texas,State and Local,Transit,Expenditure,2011,2997925
Texas,State and Local,Transit,Expenditure,2010,2734334
Texas,State and Local,Transit,Expenditure,2009,2428733
Texas,State and Local,Transit,Expenditure,2008,1997297
Texas,State and Local,Transit,Expenditure,2007,1728392
Texas,State and Local,Transit,Expenditure,2006,1465448
Texas,State and Local,Transit,Expenditure,2005,1385234
Texas,State and Local,Transit,Expenditure,2004,1424381
Utah,Local,Highway,Expenditure,2021,913452
Utah,Local,Highway,Expenditure,2020,963342
Utah,Local,Highway,Expenditure,2019,954239
Utah,Local,Highway,Expenditure,2018,844990
Utah,Local,Highway,Expenditure,2017,822271
Utah,Local,Highway,Expenditure,2016,679650
Utah,Local,Highway,Expenditure,2015,774646
Utah,Local,Highway,Expenditure,2014,504673
Utah,Local,Highway,Expenditure,2013,642983
Utah,Local,Highway,Expenditure,2012,697228
Utah,Local,Highway,Expenditure,2011,536304
Utah,Local,Highway,Expenditure,2010,562776
Utah,Local,Highway,Expenditure,2009,597164
Utah,Local,Highway,Expenditure,2008,566912
Utah,Local,Highway,Expenditure,2007,549851
Utah,Local,Highway,Expenditure,2006,464732
Utah,Local,Highway,Expenditure,2005,380906
Utah,Local,Highway,Expenditure,2004,415852
Utah,Local,Transit,Expenditure,2021,593567
Utah,Local,Transit,Expenditure,2020,508627
Utah,Local,Transit,Expenditure,2019,578434
Utah,Local,Transit,Expenditure,2018,541488
Utah,Local,Transit,Expenditure,2017,437835
Utah,Local,Transit,Expenditure,2016,391312
Utah,Local,Transit,Expenditure,2015,414935
Utah,Local,Transit,Expenditure,2014,446017
Utah,Local,Transit,Expenditure,2013,540041
Utah,Local,Transit,Expenditure,2012,623960
Utah,Local,Transit,Expenditure,2011,767201
Utah,Local,Transit,Expenditure,2010,825930
Utah,Local,Transit,Expenditure,2009,783323
Utah,Local,Transit,Expenditure,2008,498404
Utah,Local,Transit,Expenditure,2007,402071
Utah,Local,Transit,Expenditure,2006,268930
Utah,Local,Transit,Expenditure,2005,186496
Utah,Local,Transit,Expenditure,2004,225328
Utah,State,Highway,Expenditure,2021,3038026
Utah,State,Highway,Expenditure,2020,3136363
Utah,State,Highway,Expenditure,2019,2432190
Utah,State,Highway,Expenditure,2018,2228740
Utah,State,Highway,Expenditure,2017,1988972
Utah,State,Highway,Expenditure,2016,1696248
Utah,State,Highway,Expenditure,2015,1663546
Utah,State,Highway,Expenditure,2014,1506560
Utah,State,Highway,Expenditure,2013,1961441
Utah,State,Highway,Expenditure,2012,3048626
Utah,State,Highway,Expenditure,2011,2620116
Utah,State,Highway,Expenditure,2010,2734842
Utah,State,Highway,Expenditure,2009,2166995
Utah,State,Highway,Expenditure,2008,1741544
Utah,State,Highway,Expenditure,2007,1315413
Utah,State,Highway,Expenditure,2006,1297948
Utah,State,Highway,Expenditure,2005,1075306
Utah,State,Highway,Expenditure,2004,1161701
Utah,State,Transit,Expenditure,2021,0
Utah,State,Transit,Expenditure,2020,0
Utah,State,Transit,Expenditure,2019,0
Utah,State,Transit,Expenditure,2018,0
Utah,State,Transit,Expenditure,2017,0
Utah,State,Transit,Expenditure,2016,0
Utah,State,Transit,Expenditure,2015,0
Utah,State,Transit,Expenditure,2014,0
Utah,State,Transit,Expenditure,2013,0
Utah,State,Transit,Expenditure,2012,0
Utah,State,Transit,Expenditure,2011,0
Utah,State,Transit,Expenditure,2010,0
Utah,State,Transit,Expenditure,2009,113
Utah,State,Transit,Expenditure,2008,115
Utah,State,Transit,Expenditure,2007,109
Utah,State,Transit,Expenditure,2006,0
Utah,State,Transit,Expenditure,2005,0
Utah,State,Transit,Expenditure,2004,0
Utah,State and Local,Highway,Expenditure,2021,3951478
Utah,State and Local,Highway,Expenditure,2020,4099705
Utah,State and Local,Highway,Expenditure,2019,3386429
Utah,State and Local,Highway,Expenditure,2018,3073730
Utah,State and Local,Highway,Expenditure,2017,2811243
Utah,State and Local,Highway,Expenditure,2016,2375898
Utah,State and Local,Highway,Expenditure,2015,2438192
Utah,State and Local,Highway,Expenditure,2014,2011233
Utah,State and Local,Highway,Expenditure,2013,2604424
Utah,State and Local,Highway,Expenditure,2012,3745854
Utah,State and Local,Highway,Expenditure,2011,3156420
Utah,State and Local,Highway,Expenditure,2010,3297618
Utah,State and Local,Highway,Expenditure,2009,2764159
Utah,State and Local,Highway,Expenditure,2008,2308456
Utah,State and Local,Highway,Expenditure,2007,1865264
Utah,State and Local,Highway,Expenditure,2006,1762680
Utah,State and Local,Highway,Expenditure,2005,1456212
Utah,State and Local,Highway,Expenditure,2004,1577553
Utah,State and Local,Transit,Expenditure,2021,593567
Utah,State and Local,Transit,Expenditure,2020,508627
Utah,State and Local,Transit,Expenditure,2019,578434
Utah,State and Local,Transit,Expenditure,2018,541488
Utah,State and Local,Transit,Expenditure,2017,437835
Utah,State and Local,Transit,Expenditure,2016,391312
Utah,State and Local,Transit,Expenditure,2015,414935
Utah,State and Local,Transit,Expenditure,2014,446017
Utah,State and Local,Transit,Expenditure,2013,540041
Utah,State and Local,Transit,Expenditure,2012,623960
Utah,State and Local,Transit,Expenditure,2011,767201
