State,Mode,Year,Commute mode share (percent)
Hawaii,Worked at home,2019,0.047699627
Hawaii,Carpool,2019,0.132559895
Hawaii,Drove alone,2019,0.692725693
Hawaii,Bicycle,2018,0.006545777
Hawaii,Walked,2018,0.036579178
Hawaii,"Taxi, motorcycle, or other",2018,0.025715251
Hawaii,Public transportation,2018,0.05736142
Hawaii,Worked at home,2018,0.053617139
Hawaii,Carpool,2018,0.147204369
Hawaii,Drove alone,2018,0.672976866
Hawaii,Bicycle,2017,0.00934598
Hawaii,Walked,2017,0.054533134
Hawaii,"Taxi, motorcycle, or other",2017,0.022875562
Hawaii,Public transportation,2017,0.06145845
Hawaii,Worked at home,2017,0.043532181
Hawaii,Carpool,2017,0.132573987
Hawaii,Drove alone,2017,0.675680705
Hawaii,Bicycle,2016,0.00731379
Hawaii,Walked,2016,0.04712344
Hawaii,"Taxi, motorcycle, or other",2016,0.023168801
Hawaii,Public transportation,2016,0.0674494
Hawaii,Worked at home,2016,0.049304597
Hawaii,Carpool,2016,0.136203827
Hawaii,Drove alone,2016,0.669436144
Hawaii,Bicycle,2015,0.009161401
Hawaii,Walked,2015,0.041206445
Hawaii,"Taxi, motorcycle, or other",2015,0.024105068
Hawaii,Public transportation,2015,0.069895051
Hawaii,Worked at home,2015,0.046269474
Hawaii,Carpool,2015,0.135426449
Hawaii,Drove alone,2015,0.673936111
Hawaii,Bicycle,2014,0.011043888
Hawaii,Walked,2014,0.046598789
Hawaii,"Taxi, motorcycle, or other",2014,0.027176426
Hawaii,Public transportation,2014,0.071883019
Hawaii,Worked at home,2014,0.044503806
Hawaii,Carpool,2014,0.135288359
Hawaii,Drove alone,2014,0.663505712
Hawaii,Bicycle,2013,0.013499969
Hawaii,Walked,2013,0.042125316
Hawaii,"Taxi, motorcycle, or other",2013,0.028864771
Hawaii,Public transportation,2013,0.061225734
Hawaii,Worked at home,2013,0.04404666
Hawaii,Carpool,2013,0.134587759
Hawaii,Drove alone,2013,0.675649792
Hawaii,Bicycle,2012,0.011780325
Hawaii,Walked,2012,0.047443519
Hawaii,"Taxi, motorcycle, or other",2012,0.024322933
Hawaii,Public transportation,2012,0.06739265
Hawaii,Worked at home,2012,0.043970732
Hawaii,Carpool,2012,0.152966712
Hawaii,Drove alone,2012,0.652123129
Hawaii,Bicycle,2011,0.008010005
Hawaii,Walked,2011,0.049081472
Hawaii,"Taxi, motorcycle, or other",2011,0.024548428
Hawaii,Public transportation,2011,0.059420486
Hawaii,Worked at home,2011,0.045521812
Hawaii,Carpool,2011,0.142195667
Hawaii,Drove alone,2011,0.67122213
Hawaii,Bicycle,2010,0.0086004
Hawaii,Walked,2010,0.045095429
Hawaii,"Taxi, motorcycle, or other",2010,0.02523068
Hawaii,Public transportation,2010,0.066232057
Hawaii,Worked at home,2010,0.05120684
Hawaii,Carpool,2010,0.137743327
Hawaii,Drove alone,2010,0.665891266
Idaho,Bicycle,2022,0.007420255
Idaho,Walked,2022,0.029266345
Idaho,"Taxi, motorcycle, or other",2022,0.01405943
Idaho,Public transportation,2022,0.006471331
Idaho,Worked at home,2022,0.131459401
Idaho,Carpool,2022,0.087607056
Idaho,Drove alone,2022,0.723716183
Idaho,Bicycle,2021,0.00754101
Idaho,Walked,2021,0.018825545
Idaho,"Taxi, motorcycle, or other",2021,0.01073481
Idaho,Public transportation,2021,0.004792386
Idaho,Worked at home,2021,0.132548879
Idaho,Carpool,2021,0.081979819
Idaho,Drove alone,2021,0.743577551
Idaho,"Taxi, motorcycle, or other",2020,0.048559405
Idaho,Public transportation,2020,0.00492763
Idaho,Worked at home,2020,0.141850384
Idaho,Carpool,2020,0.081200333
Idaho,Drove alone,2020,0.723462248
Idaho,Bicycle,2019,0.007560673
Idaho,Walked,2019,0.026890734
Idaho,"Taxi, motorcycle, or other",2019,0.008972714
Idaho,Public transportation,2019,0.007694132
Idaho,Worked at home,2019,0.073801464
Idaho,Carpool,2019,0.092148458
Idaho,Drove alone,2019,0.782931825
Idaho,Bicycle,2018,0.007573097
Idaho,Walked,2018,0.02479601
Idaho,"Taxi, motorcycle, or other",2018,0.011012897
Idaho,Public transportation,2018,0.007989699
Idaho,Worked at home,2018,0.062101412
Idaho,Carpool,2018,0.089385707
Idaho,Drove alone,2018,0.797141178
Idaho,Bicycle,2017,0.008286832
Idaho,Walked,2017,0.022574965
Idaho,"Taxi, motorcycle, or other",2017,0.013416038
Idaho,Public transportation,2017,0.006277786
Idaho,Worked at home,2017,0.056855371
Idaho,Carpool,2017,0.101877393
Idaho,Drove alone,2017,0.790711616
Idaho,Bicycle,2016,0.011717941
Idaho,Walked,2016,0.026166882
Idaho,"Taxi, motorcycle, or other",2016,0.009304252
Idaho,Public transportation,2016,0.005685047
Idaho,Worked at home,2016,0.05856979
Idaho,Carpool,2016,0.095665982
Idaho,Drove alone,2016,0.792890107
Idaho,Bicycle,2015,0.008158811
Idaho,Walked,2015,0.032001154
Idaho,"Taxi, motorcycle, or other",2015,0.012089899
Idaho,Public transportation,2015,0.008034987
Idaho,Worked at home,2015,0.061554392
Idaho,Carpool,2015,0.107547717
Idaho,Drove alone,2015,0.77061304
Idaho,Bicycle,2014,0.011507591
Idaho,Walked,2014,0.02169379
Idaho,"Taxi, motorcycle, or other",2014,0.009752267
Idaho,Public transportation,2014,0.008036137
Idaho,Worked at home,2014,0.062083041
Idaho,Carpool,2014,0.097630452
Idaho,Drove alone,2014,0.789296723
Idaho,Bicycle,2013,0.009694291
Idaho,Walked,2013,0.030824861
Idaho,"Taxi, motorcycle, or other",2013,0.013726405
Idaho,Public transportation,2013,0.006944993
Idaho,Worked at home,2013,0.055069199
Idaho,Carpool,2013,0.095562523
Idaho,Drove alone,2013,0.788177729
Idaho,Bicycle,2012,0.010288564
Idaho,Walked,2012,0.028819158
Idaho,"Taxi, motorcycle, or other",2012,0.015189928
Idaho,Public transportation,2012,0.008491398
Idaho,Worked at home,2012,0.058783401
Idaho,Carpool,2012,0.100645633
Idaho,Drove alone,2012,0.777781918
Idaho,Bicycle,2011,0.00891663
Idaho,Walked,2011,0.034602467
Idaho,"Taxi, motorcycle, or other",2011,0.015443602
Idaho,Public transportation,2011,0.006892555
Idaho,Worked at home,2011,0.061630257
Idaho,Carpool,2011,0.098243424
Idaho,Drove alone,2011,0.774271066
Idaho,Bicycle,2010,0.0121124
Idaho,Walked,2010,0.032076812
Idaho,"Taxi, motorcycle, or other",2010,0.010880858
Idaho,Public transportation,2010,0.008075929
Idaho,Worked at home,2010,0.060094762
Idaho,Carpool,2010,0.099226442
Idaho,Drove alone,2010,0.777532796
Illinois,Bicycle,2022,0.005667204
Illinois,Walked,2022,0.02631091
Illinois,"Taxi, motorcycle, or other",2022,0.014076921
Illinois,Public transportation,2022,0.055866775
Illinois,Worked at home,2022,0.158239346
Illinois,Carpool,2022,0.079286265
Illinois,Drove alone,2022,0.660552579
Illinois,Bicycle,2021,0.005227345
Illinois,Walked,2021,0.026092376
Illinois,"Taxi, motorcycle, or other",2021,0.014722055
Illinois,Public transportation,2021,0.038303183
Illinois,Worked at home,2021,0.19255807
Illinois,Carpool,2021,0.073638056
Illinois,Drove alone,2021,0.649458914
Illinois,"Taxi, motorcycle, or other",2020,0.041441914
Illinois,Public transportation,2020,0.061964216
Illinois,Worked at home,2020,0.167295642
Illinois,Carpool,2020,0.06992301
Illinois,Drove alone,2020,0.659375217
Illinois,Bicycle,2019,0.00569983
Illinois,Walked,2019,0.03019962
Illinois,"Taxi, motorcycle, or other",2019,0.013044367
Illinois,Public transportation,2019,0.096499825
Illinois,Worked at home,2019,0.054256362
Illinois,Carpool,2019,0.076114949
Illinois,Drove alone,2019,0.724185047
Illinois,Bicycle,2018,0.006310499
Illinois,Walked,2018,0.027689997
Illinois,"Taxi, motorcycle, or other",2018,0.011172582
Illinois,Public transportation,2018,0.094034549
Illinois,Worked at home,2018,0.051455798
Illinois,Carpool,2018,0.082521506
Illinois,Drove alone,2018,0.726815068
Illinois,Bicycle,2017,0.006173555
Illinois,Walked,2017,0.028904662
Illinois,"Taxi, motorcycle, or other",2017,0.012074962
Illinois,Public transportation,2017,0.095993243
Illinois,Worked at home,2017,0.048655533
Illinois,Carpool,2017,0.07778421
Illinois,Drove alone,2017,0.730413836
Illinois,Bicycle,2016,0.006911432
Illinois,Walked,2016,0.030174993
Illinois,"Taxi, motorcycle, or other",2016,0.011752991
Illinois,Public transportation,2016,0.09353778
Illinois,Worked at home,2016,0.049296034
Illinois,Carpool,2016,0.076909298
Illinois,Drove alone,2016,0.731417472
Illinois,Bicycle,2015,0.006616922
Illinois,Walked,2015,0.03041989
Illinois,"Taxi, motorcycle, or other",2015,0.010881357
Illinois,Public transportation,2015,0.092972927
Illinois,Worked at home,2015,0.044042916
Illinois,Carpool,2015,0.079189601
Illinois,Drove alone,2015,0.735876386
Illinois,Bicycle,2014,0.006159079
Illinois,Walked,2014,0.030847357
Illinois,"Taxi, motorcycle, or other",2014,0.010980272
Illinois,Public transportation,2014,0.094014159
Illinois,Worked at home,2014,0.043749486
Illinois,Carpool,2014,0.079782913
Illinois,Drove alone,2014,0.734466734
Illinois,Bicycle,2013,0.005520433
Illinois,Walked,2013,0.031404611
Illinois,"Taxi, motorcycle, or other",2013,0.010008935
Illinois,Public transportation,2013,0.091345886
Illinois,Worked at home,2013,0.042011879
Illinois,Carpool,2013,0.083483014
Illinois,Drove alone,2013,0.736225242
Illinois,Bicycle,2012,0.006933324
Illinois,Walked,2012,0.031478992
Illinois,"Taxi, motorcycle, or other",2012,0.010261819
Illinois,Public transportation,2012,0.085422542
Illinois,Worked at home,2012,0.041170429
Illinois,Carpool,2012,0.088849727
Illinois,Drove alone,2012,0.735883166
Illinois,Bicycle,2011,0.005980413
Illinois,Walked,2011,0.031274189
Illinois,"Taxi, motorcycle, or other",2011,0.010447123
Illinois,Public transportation,2011,0.090000854
Illinois,Worked at home,2011,0.040952433
Illinois,Carpool,2011,0.088260182
Illinois,Drove alone,2011,0.733084807
Illinois,Bicycle,2010,0.00577058
Illinois,Walked,2010,0.03088409
Illinois,"Taxi, motorcycle, or other",2010,0.010524182
Illinois,Public transportation,2010,0.085398433
Illinois,Worked at home,2010,0.043021176
Illinois,Carpool,2010,0.086737887
Illinois,Drove alone,2010,0.737663653
Indiana,Bicycle,2022,0.004218605
Indiana,Walked,2022,0.01939731
Indiana,"Taxi, motorcycle, or other",2022,0.011024876
Indiana,Public transportation,2022,0.006501858
Indiana,Worked at home,2022,0.104874234
Indiana,Carpool,2022,0.096508186
Indiana,Drove alone,2022,0.757474932
Indiana,Bicycle,2021,0.003816463
Indiana,Walked,2021,0.020114866
Indiana,"Taxi, motorcycle, or other",2021,0.008335786
Indiana,Public transportation,2021,0.005582215
Indiana,Worked at home,2021,0.11863004
Indiana,Carpool,2021,0.077680244
Indiana,Drove alone,2021,0.765840387
Indiana,"Taxi, motorcycle, or other",2020,0.031643294
Indiana,Public transportation,2020,0.006918014
Indiana,Worked at home,2020,0.113549952
Indiana,Carpool,2020,0.088169726
Indiana,Drove alone,2020,0.759719014
Indiana,Bicycle,2019,0.004144733
Indiana,Walked,2019,0.022644362
Indiana,"Taxi, motorcycle, or other",2019,0.009616511
Indiana,Public transportation,2019,0.009179946
Indiana,Worked at home,2019,0.043089169
Indiana,Carpool,2019,0.094985856
Indiana,Drove alone,2019,0.816339424
Indiana,Bicycle,2018,0.003644699
Indiana,Walked,2018,0.019462857
Indiana,"Taxi, motorcycle, or other",2018,0.011337244
Indiana,Public transportation,2018,0.009276471
Indiana,Worked at home,2018,0.038514694
Indiana,Carpool,2018,0.089043477
Indiana,Drove alone,2018,0.828720557
Indiana,Bicycle,2017,0.004369029
Indiana,Walked,2017,0.020970635
Indiana,"Taxi, motorcycle, or other",2017,0.010792228
Indiana,Public transportation,2017,0.009309336
Indiana,Worked at home,2017,0.042832733
Indiana,Carpool,2017,0.087410646
Indiana,Drove alone,2017,0.824315394
Indiana,Bicycle,2016,0.004123108
Indiana,Walked,2016,0.021337431
Indiana,"Taxi, motorcycle, or other",2016,0.008856749
Indiana,Public transportation,2016,0.010119654
Indiana,Worked at home,2016,0.037995611
Indiana,Carpool,2016,0.0852654
Indiana,Drove alone,2016,0.832302047
Indiana,Bicycle,2015,0.004708855
Indiana,Walked,2015,0.022838892
Indiana,"Taxi, motorcycle, or other",2015,0.008909482
Indiana,Public transportation,2015,0.010850016
Indiana,Worked at home,2015,0.035634011
Indiana,Carpool,2015,0.086245222
Indiana,Drove alone,2015,0.830813523
Indiana,Bicycle,2014,0.004466842
Indiana,Walked,2014,0.019865935
Indiana,"Taxi, motorcycle, or other",2014,0.009535992
Indiana,Public transportation,2014,0.010742257
Indiana,Worked at home,2014,0.033726934
Indiana,Carpool,2014,0.090131452
Indiana,Drove alone,2014,0.831530588
Indiana,Bicycle,2013,0.004832248
Indiana,Walked,2013,0.019898817
Indiana,"Taxi, motorcycle, or other",2013,0.011777386
Indiana,Public transportation,2013,0.01184832
Indiana,Worked at home,2013,0.033159428
Indiana,Carpool,2013,0.088145663
Indiana,Drove alone,2013,0.83033814
Indiana,Bicycle,2012,0.005423117
Indiana,Walked,2012,0.021776756
Indiana,"Taxi, motorcycle, or other",2012,0.010408553
Indiana,Public transportation,2012,0.011275792
Indiana,Worked at home,2012,0.033279342
Indiana,Carpool,2012,0.093581183
Indiana,Drove alone,2012,0.824255256
Indiana,Bicycle,2011,0.005098729
Indiana,Walked,2011,0.020553318
Indiana,"Taxi, motorcycle, or other",2011,0.008552069
Indiana,Public transportation,2011,0.010540607
Indiana,Worked at home,2011,0.031470697
Indiana,Carpool,2011,0.088264848
Indiana,Drove alone,2011,0.835519732
Indiana,Bicycle,2010,0.004065786
Indiana,Walked,2010,0.021859929
Indiana,"Taxi, motorcycle, or other",2010,0.00766658
Indiana,Public transportation,2010,0.009733214
Indiana,Worked at home,2010,0.03290658
Indiana,Carpool,2010,0.085312979
Indiana,Drove alone,2010,0.838454931
Iowa,Bicycle,2022,0.003903163
Iowa,Walked,2022,0.0289598
Iowa,"Taxi, motorcycle, or other",2022,0.008814919
Iowa,Public transportation,2022,0.007635876
Iowa,Worked at home,2022,0.10972817
Iowa,Carpool,2022,0.08015463
Iowa,Drove alone,2022,0.760803441
Iowa,Bicycle,2021,0.003055811
Iowa,Walked,2021,0.028279314
Iowa,"Taxi, motorcycle, or other",2021,0.010681799
Iowa,Public transportation,2021,0.004865495
Iowa,Worked at home,2021,0.134313359
Iowa,Carpool,2021,0.074608878
Iowa,Drove alone,2021,0.744195345
Iowa,"Taxi, motorcycle, or other",2020,0.042011297
Iowa,Public transportation,2020,0.006036181
Iowa,Worked at home,2020,0.119109195
Iowa,Carpool,2020,0.069610562
Iowa,Drove alone,2020,0.763232765
Iowa,Bicycle,2019,0.00338551
Iowa,Walked,2019,0.031770689
Iowa,"Taxi, motorcycle, or other",2019,0.008374119
Iowa,Public transportation,2019,0.011205338
Iowa,Worked at home,2019,0.057575054
Iowa,Carpool,2019,0.08572304
Iowa,Drove alone,2019,0.801966251
Iowa,Bicycle,2018,0.003965456
Iowa,Walked,2018,0.029880659
Iowa,"Taxi, motorcycle, or other",2018,0.007898812
Iowa,Public transportation,2018,0.010186817
Iowa,Worked at home,2018,0.051177048
Iowa,Carpool,2018,0.081207513
Iowa,Drove alone,2018,0.815683695
Iowa,Bicycle,2017,0.005090457
Iowa,Walked,2017,0.031940552
Iowa,"Taxi, motorcycle, or other",2017,0.009203136
Iowa,Public transportation,2017,0.008555248
Iowa,Worked at home,2017,0.051145572
Iowa,Carpool,2017,0.079951224
Iowa,Drove alone,2017,0.814113812
Iowa,Bicycle,2016,0.004651069
Iowa,Walked,2016,0.034385071
Iowa,"Taxi, motorcycle, or other",2016,0.008813349
Iowa,Public transportation,2016,0.010776081
Iowa,Worked at home,2016,0.047257764
Iowa,Carpool,2016,0.081656728
Iowa,Drove alone,2016,0.812459939
Iowa,Bicycle,2015,0.005778409
Iowa,Walked,2015,0.034317398
Iowa,"Taxi, motorcycle, or other",2015,0.00952993
Iowa,Public transportation,2015,0.013746263
Iowa,Worked at home,2015,0.040796836
Iowa,Carpool,2015,0.086243704
Iowa,Drove alone,2015,0.80958746
Iowa,Bicycle,2014,0.004887775
Iowa,Walked,2014,0.033641383
Iowa,"Taxi, motorcycle, or other",2014,0.009281725
Iowa,Public transportation,2014,0.010435473
Iowa,Worked at home,2014,0.047559818
Iowa,Carpool,2014,0.086139444
Iowa,Drove alone,2014,0.808054383
Iowa,Bicycle,2013,0.005526304
Iowa,Walked,2013,0.037174606
Iowa,"Taxi, motorcycle, or other",2013,0.010129835
Iowa,Public transportation,2013,0.010974418
Iowa,Worked at home,2013,0.04161594
Iowa,Carpool,2013,0.085967245
Iowa,Drove alone,2013,0.808611652
Iowa,Bicycle,2012,0.005099037
Iowa,Walked,2012,0.036396393
Iowa,"Taxi, motorcycle, or other",2012,0.011219449
Iowa,Public transportation,2012,0.010867228
Iowa,Worked at home,2012,0.04700354
Iowa,Carpool,2012,0.090445661
Iowa,Drove alone,2012,0.798968692
Iowa,Bicycle,2011,0.004707685
Iowa,Walked,2011,0.035041618
Iowa,"Taxi, motorcycle, or other",2011,0.00885822
Iowa,Public transportation,2011,0.010903746
Iowa,Worked at home,2011,0.046113236
Iowa,Carpool,2011,0.089099691
Iowa,Drove alone,2011,0.805275806
Iowa,Bicycle,2010,0.005220304
Iowa,Walked,2010,0.035890745
Iowa,"Taxi, motorcycle, or other",2010,0.009275916
Iowa,Public transportation,2010,0.010998841
Iowa,Worked at home,2010,0.048334385
Iowa,Carpool,2010,0.097019565
Iowa,Drove alone,2010,0.793260246
Kansas,Bicycle,2022,0.002866089
Kansas,Walked,2022,0.022463886
Kansas,"Taxi, motorcycle, or other",2022,0.012840245
Kansas,Public transportation,2022,0.004758452
Kansas,Worked at home,2022,0.120905304
Kansas,Carpool,2022,0.083068382
Kansas,Drove alone,2022,0.753097642
Kansas,Bicycle,2021,0.002723156
Kansas,Walked,2021,0.022260912
Kansas,"Taxi, motorcycle, or other",2021,0.011106673
Kansas,Public transportation,2021,0.002660201
Kansas,Worked at home,2021,0.138232543
Kansas,Carpool,2021,0.078754693
Kansas,Drove alone,2021,0.74426182
Kansas,"Taxi, motorcycle, or other",2020,0.034462027
Kansas,Public transportation,2020,0.003774256
Kansas,Worked at home,2020,0.128328271
Kansas,Carpool,2020,0.082626601
Kansas,Drove alone,2020,0.750808846
Kansas,Bicycle,2019,0.0027486
Kansas,Walked,2019,0.022147637
Kansas,"Taxi, motorcycle, or other",2019,0.007218873
Kansas,Public transportation,2019,0.004989606
Kansas,Worked at home,2019,0.051179205
Kansas,Carpool,2019,0.084658946
Kansas,Drove alone,2019,0.827057134
Kansas,Bicycle,2018,0.002960327
Kansas,Walked,2018,0.021694656
Kansas,"Taxi, motorcycle, or other",2018,0.009923054
Kansas,Public transportation,2018,0.004753112
Kansas,Worked at home,2018,0.047576429
Kansas,Carpool,2018,0.093013643
Kansas,Drove alone,2018,0.820078779
Kansas,Bicycle,2017,0.003560305
Kansas,Walked,2017,0.023280694
Kansas,"Taxi, motorcycle, or other",2017,0.010032445
Kansas,Public transportation,2017,0.004263282
Kansas,Worked at home,2017,0.047318171
Kansas,Carpool,2017,0.087130003
Kansas,Drove alone,2017,0.8244151
Kansas,Bicycle,2016,0.004287193
Kansas,Walked,2016,0.02465171
Kansas,"Taxi, motorcycle, or other",2016,0.010439392
Kansas,Public transportation,2016,0.00516236
Kansas,Worked at home,2016,0.044769998
Kansas,Carpool,2016,0.088567041
Kansas,Drove alone,2016,0.822122308
Kansas,Bicycle,2015,0.00304544
Kansas,Walked,2015,0.023191602
Kansas,"Taxi, motorcycle, or other",2015,0.010436256
Kansas,Public transportation,2015,0.006353273
Kansas,Worked at home,2015,0.042030756
Kansas,Carpool,2015,0.088759807
Kansas,Drove alone,2015,0.826182866
Kansas,Bicycle,2014,0.003341555
Kansas,Walked,2014,0.024626686
Kansas,"Taxi, motorcycle, or other",2014,0.010448841
Kansas,Public transportation,2014,0.004858218
Kansas,Worked at home,2014,0.040285905
Kansas,Carpool,2014,0.095013953
Kansas,Drove alone,2014,0.821424842
Kansas,Bicycle,2013,0.003829338
Kansas,Walked,2013,0.024765787
Kansas,"Taxi, motorcycle, or other",2013,0.011106448
Kansas,Public transportation,2013,0.005084906
Kansas,Worked at home,2013,0.039888756
Kansas,Carpool,2013,0.091061063
Kansas,Drove alone,2013,0.824263704
Kansas,Bicycle,2012,0.002764653
Kansas,Walked,2012,0.022313825
Kansas,"Taxi, motorcycle, or other",2012,0.009734978
Kansas,Public transportation,2012,0.005677657
Kansas,Worked at home,2012,0.040563128
Kansas,Carpool,2012,0.097394428
Kansas,Drove alone,2012,0.821551331
Kansas,Bicycle,2011,0.003899873
Kansas,Walked,2011,0.023327476
Kansas,"Taxi, motorcycle, or other",2011,0.007978068
Kansas,Public transportation,2011,0.003716478
Kansas,Worked at home,2011,0.043080552
Kansas,Carpool,2011,0.10049785
Kansas,Drove alone,2011,0.817499703
Kansas,Bicycle,2010,0.003804509
Kansas,Walked,2010,0.025791183
Kansas,"Taxi, motorcycle, or other",2010,0.008350786
Kansas,Public transportation,2010,0.005223289
Kansas,Worked at home,2010,0.044069014
Kansas,Carpool,2010,0.091494384
Kansas,Drove alone,2010,0.821266835
Kentucky,Bicycle,2022,0.001275373
Kentucky,Walked,2022,0.018718739
Kentucky,"Taxi, motorcycle, or other",2022,0.012329096
Kentucky,Public transportation,2022,0.004596257
Kentucky,Worked at home,2022,0.104625795
Kentucky,Carpool,2022,0.098763011
Kentucky,Drove alone,2022,0.759691728
Kentucky,Bicycle,2021,0.001507316
Kentucky,Walked,2021,0.020133732
Kentucky,"Taxi, motorcycle, or other",2021,0.010043681
Kentucky,Public transportation,2021,0.005348986
Kentucky,Worked at home,2021,0.114505602
Kentucky,Carpool,2021,0.084245129
Kentucky,Drove alone,2021,0.764215553
Kentucky,"Taxi, motorcycle, or other",2020,0.035046097
Kentucky,Public transportation,2020,0.007141324
Kentucky,Worked at home,2020,0.113880112
Kentucky,Carpool,2020,0.082142335
Kentucky,Drove alone,2020,0.761790132
Kentucky,Bicycle,2019,0.002416458
Kentucky,Walked,2019,0.022673862
Kentucky,"Taxi, motorcycle, or other",2019,0.012075194
Kentucky,Public transportation,2019,0.009877632
Kentucky,Worked at home,2019,0.043009805
Kentucky,Carpool,2019,0.090405108
Kentucky,Drove alone,2019,0.819541942
Kentucky,Bicycle,2018,0.001228016
Kentucky,Walked,2018,0.019689988
Kentucky,"Taxi, motorcycle, or other",2018,0.011122375
Kentucky,Public transportation,2018,0.009823111
Kentucky,Worked at home,2018,0.040593234
Kentucky,Carpool,2018,0.093638643
Kentucky,Drove alone,2018,0.823904633
Kentucky,Bicycle,2017,0.001829511
Kentucky,Walked,2017,0.021027318
Kentucky,"Taxi, motorcycle, or other",2017,0.013444982
Kentucky,Public transportation,2017,0.010524436
Kentucky,Worked at home,2017,0.039433277
Kentucky,Carpool,2017,0.093669943
Kentucky,Drove alone,2017,0.820070532
Kentucky,Bicycle,2016,0.00227903
Kentucky,Walked,2016,0.021492528
Kentucky,"Taxi, motorcycle, or other",2016,0.013022436
Kentucky,Public transportation,2016,0.010875418
Kentucky,Worked at home,2016,0.037304892
Kentucky,Carpool,2016,0.092686106
Kentucky,Drove alone,2016,0.82233959
Kentucky,Bicycle,2015,0.001964657
Kentucky,Walked,2015,0.024730979
Kentucky,"Taxi, motorcycle, or other",2015,0.01175634
Kentucky,Public transportation,2015,0.011443997
Kentucky,Worked at home,2015,0.031465592
Kentucky,Carpool,2015,0.097270022
Kentucky,Drove alone,2015,0.821368413
Kentucky,Bicycle,2014,0.0026113
Kentucky,Walked,2014,0.02421053
Kentucky,"Taxi, motorcycle, or other",2014,0.011553683
Kentucky,Public transportation,2014,0.011449912
Kentucky,Worked at home,2014,0.03208913
Kentucky,Carpool,2014,0.099545484
Kentucky,Drove alone,2014,0.818539961
Kentucky,Bicycle,2013,0.002348024
Kentucky,Walked,2013,0.022579709
Kentucky,"Taxi, motorcycle, or other",2013,0.009212633
Kentucky,Public transportation,2013,0.010513876
Kentucky,Worked at home,2013,0.032014661
Kentucky,Carpool,2013,0.095655057
Kentucky,Drove alone,2013,0.82767604
Kentucky,Bicycle,2012,0.002308119
Kentucky,Walked,2012,0.023006958
Kentucky,"Taxi, motorcycle, or other",2012,0.009041215
Kentucky,Public transportation,2012,0.010117254
Kentucky,Worked at home,2012,0.030664928
Kentucky,Carpool,2012,0.097803549
Kentucky,Drove alone,2012,0.827057978
Kentucky,Bicycle,2011,0.002639297
Kentucky,Walked,2011,0.021201049
Kentucky,"Taxi, motorcycle, or other",2011,0.009799792
Kentucky,Public transportation,2011,0.011542578
Kentucky,Worked at home,2011,0.029110108
Kentucky,Carpool,2011,0.094718259
Kentucky,Drove alone,2011,0.830988917
Kentucky,Bicycle,2010,0.001780548
Kentucky,Walked,2010,0.01741566
Kentucky,"Taxi, motorcycle, or other",2010,0.007756559
Kentucky,Public transportation,2010,0.010898442
Kentucky,Worked at home,2010,0.036554753
Kentucky,Carpool,2010,0.103431507
Kentucky,Drove alone,2010,0.822162532
Louisiana,Bicycle,2022,0.002740571
Louisiana,Walked,2022,0.021432813
Louisiana,"Taxi, motorcycle, or other",2022,0.015767447
Louisiana,Public transportation,2022,0.007624969
Louisiana,Worked at home,2022,0.081888805
Louisiana,Carpool,2022,0.085246921
Louisiana,Drove alone,2022,0.785298474
Louisiana,Bicycle,2021,0.003504296
Louisiana,Walked,2021,0.014286348
Louisiana,"Taxi, motorcycle, or other",2021,0.01499587
Louisiana,Public transportation,2021,0.007489169
Louisiana,Worked at home,2021,0.084051535
Louisiana,Carpool,2021,0.082876905
Louisiana,Drove alone,2021,0.792795877
Louisiana,"Taxi, motorcycle, or other",2020,0.037930202
Louisiana,Public transportation,2020,0.009546578
Louisiana,Worked at home,2020,0.080009719
Louisiana,Carpool,2020,0.081700998
Louisiana,Drove alone,2020,0.790812503
Louisiana,Bicycle,2019,0.003671454
Louisiana,Walked,2019,0.021254618
Louisiana,"Taxi, motorcycle, or other",2019,0.014977775
Louisiana,Public transportation,2019,0.01175636
Louisiana,Worked at home,2019,0.039358958
Louisiana,Carpool,2019,0.087776014
Louisiana,Drove alone,2019,0.821204822
Louisiana,Bicycle,2018,0.00536114
Louisiana,Walked,2018,0.018005205
Louisiana,"Taxi, motorcycle, or other",2018,0.013918903
Louisiana,Public transportation,2018,0.011623994
Louisiana,Worked at home,2018,0.033567054
Louisiana,Carpool,2018,0.090028029
Louisiana,Drove alone,2018,0.827495676
Louisiana,Bicycle,2017,0.00597805
Louisiana,Walked,2017,0.01684805
Louisiana,"Taxi, motorcycle, or other",2017,0.013755955
Louisiana,Public transportation,2017,0.01069231
Louisiana,Worked at home,2017,0.033388637
Louisiana,Carpool,2017,0.09224276
Louisiana,Drove alone,2017,0.827094239
Louisiana,Bicycle,2016,0.004957746
Louisiana,Walked,2016,0.016585996
Louisiana,"Taxi, motorcycle, or other",2016,0.013548039
Louisiana,Public transportation,2016,0.012746418
Louisiana,Worked at home,2016,0.030908652
Louisiana,Carpool,2016,0.092543428
Louisiana,Drove alone,2016,0.828709721
Louisiana,Bicycle,2015,0.005519439
Louisiana,Walked,2015,0.02040326
Louisiana,"Taxi, motorcycle, or other",2015,0.013053439
Louisiana,Public transportation,2015,0.014773114
Louisiana,Worked at home,2015,0.028226685
Louisiana,Carpool,2015,0.089989004
Louisiana,Drove alone,2015,0.828035059
Louisiana,Bicycle,2014,0.004919209
Louisiana,Walked,2014,0.018553596
Louisiana,"Taxi, motorcycle, or other",2014,0.015537152
Louisiana,Public transportation,2014,0.014498457
